Conference,Division,School,Contact Name,Title,Sports,Address,City,State,Zip Code,,,,,,
Conference USA,NCAA I,FLORIDA ATLANTIC UNIVERSITY,Capri Grotowski,Head Coach,Women's Beach Volleyball,777 Glades Rd.,Boca Raton,FL,33431-0000,,,,,,
Golden State,NAIA 1,ARIZONA CHRISTIAN UNIVERSITY,Micah Briscoe,Head Coach,Women's Beach Volleyball,2625 E Cactus Rd.,Phoenix,AZ,85032-0000,,,,,,
Golden State,NAIA 1,VANGUARD UNIVERSITY,Kris Dorn,Head Coach,Women's Beach Volleyball,55 Fair Dr.,Costa Mesa,CA,92626-6520,,,,,,
Golden Valley,NJCAA I,FEATHER RIVER COLLEGE,Sarah Ritchie,Head Coach,Women's Beach Volleyball,570 Golden Eagle Ave,Quincy,CA,95971-9124,,,,,,
Golden Valley,NJCAA I,"REDWOODS, COLLEGE OF THE",Petra Lorenzi,Head Coach,Women's Beach Volleyball,7351 Tompkins Hill Rd,Eureka,CA,95501-9302,,,,,,
Pacific West,NCAA II,CONCORDIA UNIVERSITY IRVINE,Paula Weishoff,Head Coach,Women's Beach Volleyball,1530 Concordia West,Irvine,CA,92612-3299,,,,,,
Conference USA,NCAA I,FLORIDA INTERNATIONAL U.,Rita Buck-Crockett,Head Coach,Women's Beach Volleyball,11200 SW 8th Street,Miami,FL,33199-0000,,,,,,
Sun Belt,NCAA I,GEORGIA STATE UNIVERSITY,Beth Van Fleet,Head Coach,Women's Beach Volleyball,125 Decatur Street,Atlanta,GA,30303-0000,,,,,,
Southland,NCAA I,HOUSTON BAPTIST UNIVERSITY,Trent Herman,Head Coach,Women's Beach Volleyball,7502 Fondren Rd.,Houston,TX,77074-3298,,,,,,
Ohio Valley,NCAA I,JACKSONVILLE STATE U.,Terry Gamble,Head Coach,Women's Beach Volleyball,700 Pelham Rd N,Jacksonville,AL,36265-1602,,,,,,
Big Ten,NCAA I,"NEBRASKA, U. OF (Lincoln)",John Cook,Head Coach,Women's Beach Volleyball,One Memorial Stadium,Lincoln,NE,68588-0120,,,,,,
Lone Star,NCAA II,TEXAS A&M UNIVERSITY-KINGSVILLE,Tanya Allen,Head Coach,Women's Beach Volleyball,700 University Blvd.,Kingsville,TX,78363-0000,,,,,,
MAC Commonwealth,NCAA III,STEVENSON UNIVERSITY,Dave Trumbo,Head Coach,Women's Beach Volleyball,100 Campus Circle,Owings Mills,MD,21117-0000,,,,,,
Missouri Valley,NCAA I,MISSOURI STATE UNIVERSITY,Terri Del Conte,Head Coach,Women's Beach Volleyball,901 South National Avenue,Springfield,MO,65897-0000,,,,,,
Mountain West,NCAA I,BOISE STATE UNIVERSITY,Shawn Garus,Head Coach,Women's Beach Volleyball,1910 University Dr.,Boise,ID,83725-1020,,,,,,
Mountain West,NCAA I,SAN JOSE STATE UNIVERSITY,Aaron Shepardson,Head Coach,Women's Beach Volleyball,1393 South 7th Street,San Jose,CA,95112-0000,,,,,,
NCCAA,Ind 4yr,SAINT KATHERINE COLLEGE,Karolyn Kirby,Head Coach,Women's Beach Volleyball,1637 Capalina Rd.,San Marcos,CA,92069-0000,,,,,,
Ohio Valley,NCAA I,AUSTIN PEAY STATE UNIVERSITY,Taylor Mott,Head Coach,Women's Beach Volleyball,Marion Street and Drane Street,Clarksville,TN,37040-0000,,,,,,
Ohio Valley,NCAA I,MOREHEAD STATE UNIVERSITY,Jaime Gordon,Head Coach,Women's Beach Volleyball,195 Academic-Athletic Center,Morehead,KY,40351-0000,,,,,,
Ohio Valley,NCAA I,"TENNESSEE MARTIN, UNIVERSITY OF",Jaclynn Yocum,Head Coach,Women's Beach Volleyball,1022 Elam Ctr.,Martin,TN,38238-0001,,,,,,
Orange Empire,NJCAA I,FULLERTON COLLEGE,Ed Rapp,Head Coach,Women's Beach Volleyball,321 E Chapman Ave.,Fullerton,CA,92832-2095,,,,,,
Orange Empire,NJCAA I,GOLDEN WEST COLLEGE,Bill Lawler,Head Coach,Women's Beach Volleyball,15744 Goldenwest St,Huntington Beach,CA,92647-0000,,,,,,
Orange Empire,NJCAA I,IRVINE VALLEY COLLEGE,Tom Pestolesi,Head Coach,Women's Beach Volleyball,5500 Irvine Center Dr,Irvine,CA,92618-0300,,,,,,
Orange Empire,NJCAA I,ORANGE COAST COLLEGE,Charles Cutenese,Head Coach,Women's Beach Volleyball,2701 Fairview Road,Costa Mesa,CA,92626-0000,,,,,,
Orange Empire,NJCAA I,RIVERSIDE CITY COLLEGE,Jamie Hofman,Head Coach,Women's Beach Volleyball,4800 Magnolia Ave,Riverside,CA,92506-0000,,,,,,
Orange Empire,NJCAA I,SADDLEBACK COMMUNITY COLLEGE,Brian Hughes,Head Coach,Women's Beach Volleyball,28000 Marguerite Pkwy,Mission Viejo,CA,92692-3635,,,,,,
Orange Empire,NJCAA I,SANTA ANA COLLEGE,Troy Abbey,Head Coach,Women's Beach Volleyball,1530 W. 17th St.,Santa Ana,CA,92706-0000,,,,,,
Pac-12,NCAA I,ARIZONA STATE UNIVERSITY,Brad Keenan,Head Coach,Women's Beach Volleyball,Sun Devil Athletics,Tempe,AZ,85287-2505,,,,,,
Pac-12,NCAA I,"ARIZONA, UNIVERSITY OF",Steve Walker,Head Coach,Women's Beach Volleyball,1 National Championship Drive,Tucson,AZ,85721-0096,,,,,,
Pac-12,NCAA I,"CALIFORNIA, U. OF (Berkeley)",Meagan Owusu,Head Coach,Women's Beach Volleyball,115 Haas Pavilion,Berkeley,CA,94720-4422,,,,,,
Pac-12,NCAA I,"CALIFORNIA, U. OF (UCLA)",Stein Metxger,Head Coach,Women's Beach Volleyball,J.D. Morgan Center,Los Angeles,CA,90095-1639,,,,,,
Pac-12,NCAA I,"OREGON, UNIVERSITY OF",Ron Beick,Head Coach,Women's Beach Volleyball,Len Casanova Center,Eugene,OR,97401-8835,,,,,,
Pac-12,NCAA I,"OREGON, UNIVERSITY OF",Matt Ulmer,Head Coach,Women's Beach Volleyball,Len Casanova Center,Eugene,OR,97401-8835,,,,,,
Pac-12,NCAA I,"SOUTHERN CALIFORNIA, U. OF (USC)",Anna Collier,Head Coach,Women's Beach Volleyball,Heritage Hall 203A,Los Angeles,CA,90089-0602,,,,,,
Pac-12,NCAA I,STANFORD UNIVERSITY,Andrew Fuller,Head Coach,Women's Beach Volleyball,641 East Campus Dr.,Stanford,CA,94305-0000,,,,,,
Pac-12,NCAA I,"UTAH, UNIVERSITY OF",J.J. Van Niel,Head Coach,Women's Beach Volleyball,1825 E South Campus Dr.,Salt Lake City,UT,84112-0000,,,,,,
Pac-12,NCAA I,"UTAH, UNIVERSITY OF",Beth Launiere,Head Coach,Women's Beach Volleyball,1825 E South Campus Dr.,Salt Lake City,UT,84112-0000,,,,,,
Pac-12,NCAA I,"WASHINGTON, UNIVERSITY OF",Jonathan Winder,Head Coach,Women's Beach Volleyball,Box 354070,Seattle,WA,98195-0000,,,,,,
PCAC,NJCAA I,"DESERT, COLLEGE OF THE",Marion Champion,Co-Head Coach,Women's Beach Volleyball,43500 Monterey Ave.,Palm Desert,CA,92260-2499,,,,,,
PCAC,NJCAA I,"DESERT, COLLEGE OF THE",Detlev Rothe,Co-Head Coach,Women's Beach Volleyball,43500 Monterey Ave.,Palm Desert,CA,92260-2499,,,,,,
PCAC,NJCAA I,GROSSMONT COLLEGE,Jamie Ivers,Head Coach,Women's Beach Volleyball,8800 Grossmont College Dr.,El Cajon,CA,92020-1799,,,,,,
PCAC,NJCAA I,MIRACOSTA COLLEGE,Doug Wright,Head Coach,Women's Beach Volleyball,1 Barnard Dr.,Oceanside,CA,92056-0000,,,,,,
PCAC,NJCAA I,MIRACOSTA COLLEGE,Kristen Wright,Head Coach,Women's Beach Volleyball,1 Barnard Dr.,Oceanside,CA,92056-0000,,,,,,
PCAC,NJCAA I,PALOMAR COLLEGE,Karl Seiler,Head Coach,Women's Beach Volleyball,1140 West Mission Road,San Marcos,CA,92069-1487,,,,,,
PCAC,NJCAA I,SAN DIEGO MESA COLLEGE,Kim Lester,Head Coach,Women's Beach Volleyball,7250 Mesa College Dr,San Diego,CA,92111-4998,,,,,,
SEC,NCAA I,LOUISIANA STATE UNIVERSITY,Fran Flory,Head Coach,Women's Beach Volleyball,Moran Family Athletic Center,Baton Rouge,LA,70803-5095,,,,,,
SEC,NCAA I,"SOUTH CAROLINA, U. OF",Moritz Moritz,Head Coach,Women's Beach Volleyball,1304 Heyward St.,Columbia,SC,29208-0000,,,,,,
SIAC,NCAA II,SPRING HILL COLLEGE,Peggy Martin,Head Coach,Women's Beach Volleyball,4000 Dauphin St.,Mobile,AL,36608-1780,,,,,,
SLIAC,NCAA III,PRINCIPIA COLLEGE,Mary Ann Sprague,Head Coach,Women's Beach Volleyball,1 Maybeck Place,Elsah,IL,62028-9799,,,,,,
South Atlantic,NCAA II,CARSON-NEWMAN UNIVERSITY,Dave Franklin,Head Coach,Women's Beach Volleyball,2130 South Branner Ave,Jefferson City,TN,37760-2224,,,,,,
South Atlantic,NCAA II,LINCOLN MEMORIAL UNIVERSITY,Jenny Michael,Head Coach,Women's Beach Volleyball,6965 Cumberland Gap Parkway,Harrogate,TN,37752-0000,,,,,,
South Atlantic,NCAA II,TUSCULUM COLLEGE,Ashton Hippenstiel,Head Coach,Women's Beach Volleyball,60 Shiloh Rd,Greeneville,TN,37743-0000,,,,,,
South Coast,NJCAA I,EL CAMINO COLLEGE,LeValley Pattison,Head Coach,Women's Beach Volleyball,16007 Crenshaw Blvd.,Torrance,CA,90506-0000,,,,,,
South Coast,NJCAA I,EL CAMINO COLLEGE,Liz Hazell,Head Coach,Women's Beach Volleyball,16007 Crenshaw Blvd.,Torrance,CA,90506-0000,,,,,,
South Coast,NJCAA I,LONG BEACH CITY COLLEGE,Misty May-Treanor,Head Coach,Women's Beach Volleyball,4901 E Carson St,Long Beach,CA,90808-1706,,,,,,
South Coast,NJCAA I,RIO HONDO COLLEGE,Teddi Esko,Head Coach,Women's Beach Volleyball,3600 Workman Mill Rd.,Whittier,CA,90601-0000,,,,,,
Southern,NCAA I,MERCER UNIVERSITY,Derek Schroeder,Head Coach,Women's Beach Volleyball,1501 Mercer University Drive,Macon,GA,31207-0000,,,,,,
Southland,NCAA I,ABILENE CHRISTIAN UNIVERSITY,Breann Nesselhuf,Head Coach,Women's Beach Volleyball,Teague Special Events Center,Abilene,TX,79699-0000,,,,,,
Southland,NCAA I,HOUSTON BAPTIST UNIVERSITY,Trent Herman,Head Coach,Women's Beach Volleyball,7502 Fondren Rd.,Houston,TX,77074-3298,,,,,,
Southland,NCAA I,"NEW ORLEANS, UNIV. OF",Millicent Van Norden,Head Coach,Women's Beach Volleyball,2000 Lakeshore Drive,New Orleans,LA,70148-0000,,,,,,
Southland,NCAA I,TEXAS A&M U. (Corpus Christi),Gayle Stammer,Head Coach,Women's Beach Volleyball,6300 Ocean Dr.,Corpus Christi,TX,78412-5719,,,,,,
Sun Belt,NCAA I,COASTAL CAROLINA UNIVERSITY,Jozsef Forman,Head Coach,Women's Beach Volleyball,132 Chanticleer Drive West,Conway,SC,29528-0000,,,,,,
Sun Belt,NCAA I,"LOUISIANA AT MONROE, U. OF",Patrick Hiltz,Head Coach,Women's Beach Volleyball,308 Warhawk Way,Monroe,LA,71209-0000,,,,,,
Sun Conf.,NAIA 1,WARNER UNIVERSITY,Chrissy Moskovits,Head Coach,Women's Beach Volleyball,13895 Hwy 27,Lake Wales,FL,33859-0000,,,,,,
Sun Conf.,NAIA 1,WEBBER INTERNATIONAL UNIVERSITY,Julianne Dougherty-Calcote,Head Coach,Women's Beach Volleyball,1201 North Scenic Highway,Babson Park,FL,33827-0000,,,,,,
Sunshine State,NCAA II,ECKERD COLLEGE,Michelle Piantadosi-Lima,Head Coach,Women's Beach Volleyball,4200 54th Ave S,St. Petersburg,FL,33711-4744,,,,,,
Sunshine State,NCAA II,FLORIDA SOUTHERN COLLEGE,Hyrum Keime,Head Coach,Women's Beach Volleyball,111 Lake Hollingsworth Dr.,Lakeland,FL,33801-5698,,,,,,
Sunshine State,NCAA II,SAINT LEO UNIVERSITY,Sam Cibrone,Head Coach,Women's Beach Volleyball,33701 State Road 52,Saint Leo,FL,33574-0000,,,,,,
Sunshine State,NCAA II,"TAMPA, UNIVERSITY OF",Jeff Lamm,Head Coach,Women's Beach Volleyball,401 W Kennedy Blvd.,Tampa,FL,33606-0000,,,,,,
USA South,NCAA III,HUNTINGDON COLLEGE,Latonia Brady,Head Coach,Women's Beach Volleyball,1500 E Fairview Ave,Montgomery,AL,36106-2114,,,,,,
WAC,NCAA I,GRAND CANYON UNIVERSITY,Kristen Rohr,Head Coach,Women's Beach Volleyball,3300 W. Camelback Road,Phoenix,AZ,85061-1097,,,,,,
West Coast,NCAA I,LOYOLA MARYMOUNT UNIVERSITY,John Mayer,Head Coach,Women's Beach Volleyball,"1 LMU Dr, Gersten-MS8505",Los Angeles,CA,90045-2659,,,,,,
West Coast,NCAA I,"PACIFIC, UNIVERSITY OF THE",Greg Gibbons,Head Coach,Women's Beach Volleyball,3601 Pacific Ave.,Stockton,CA,95211-0110,,,,,,
West Coast,NCAA I,PEPPERDINE UNIVERSITY,Nina Matthies,Head Coach,Women's Beach Volleyball,24255 Pacific Coast Hwy,Malibu,CA,90263-4150,,,,,,
West Coast,NCAA I,"PORTLAND, UNIVERSITY OF",Jeff Baxter,Head Coach,Women's Beach Volleyball,5000 N Willamette Blvd.,Portland,OR,97203-5743,,,,,,
West Coast,NCAA I,SAINT MARY'S COLLEGE (CA),Rob Browning,Head Coach,Women's Beach Volleyball,1928 St. Mary's Road,Moraga,CA,94575-0000,,,,,,
West Coast,NCAA I,"SAN FRANCISCO, UNIV. OF",Frank Lavrisha,Head Coach,Women's Beach Volleyball,War Memorial Gym @ The Sobrato Center,San Francisco,CA,94117-9411,,,,,,
West Coast,NCAA I,SANTA CLARA UNIVERSITY,Jon Wallace,Head Coach,Women's Beach Volleyball,500 El Camino Real,Santa Clara,CA,95053-1100,,,,,,
Western State,NJCAA I,ANTELOPE VALLEY COLLEGE,Mark Cruz,Head Coach,Women's Beach Volleyball,3041 W. Avenue K,Lancaster,CA,93536-0000,,,,,,
Western State,NJCAA I,BAKERSFIELD COLLEGE,Carl Ferreira,Head Coach,Women's Beach Volleyball,1801 Panorama Dr.,Bakersfield,CA,93308-1219,,,,,,
Western State,NJCAA I,LOS ANGELES PIERCE COLLEGE,Nabil Mardini,Head Coach,Women's Beach Volleyball,6201 Winnetka Ave.,Woodland Hills,CA,91371-0000,,,,,,
Western State,NJCAA I,VENTURA COLLEGE,Brad Lyans,Head Coach,Women's Beach Volleyball,4667 Telegraph Rd,Ventura,CA,93003-3872,,,,,,
Appalachian,NAIA 1,SAVANNAH COLLEGE OF ART DESIGN ATLANTA,Namrita Kumar,Head Coach,Men's Cycling/Biking,1600 Peachtree St. NE,Atlanta,GA,30309-2403-0000,,,,,,
Conference Carolinas,NCAA II,BELMONT ABBEY COLLEGE,Derek Dalzell,Head Coach,Men's Cycling/Biking,100 Belmont Mount Holly Rd,Belmont,NC,28012-2702,,,,,,
USA South,NCAA III,BREVARD COLLEGE,Brad Perley,Head Coach,Men's Cycling/Biking,One Brevard College Dr.,Brevard,NC,28712-0000,,,,,,
Conference Carolinas,NCAA II,KING UNIVERSITY,Alan Sparks,Head Coach,Men's Cycling/Biking,1350 King College Rd,Bristol,TN,37620-2632,,,,,,
Rocky Mountain,NCAA II,WESTMINSTER COLLEGE (UT),MJ Turner,Head Coach,Men's Cycling/Biking,1840 S 1300 E,Salt Lake City,UT,84105-3617,,,,,,
Sun Conf.,NAIA 1,SAVANNAH COLLEGE OF ART AND DESIGN,Ben Van Winkle,Head Coach,Men's Cycling/Biking,115 E. York St.,Savannah,GA,31401-0000,,,,,,
USA South,NCAA III,PIEDMONT COLLEGE,Jame Carney,Head Coach,Men's Cycling/Biking,1021 Central Ave.,Demorest,GA,30535-0010,,,,,,
Appalachian,NAIA 1,SAVANNAH COLLEGE OF ART DESIGN ATLANTA,Namrita Kumar,Head Coach,Women's Cycling/Biking,1600 Peachtree St. NE,Atlanta,GA,30309-2403-0000,,,,,,
Conference Carolinas,NCAA II,BELMONT ABBEY COLLEGE,Derek Dalzell,Head Coach,Women's Cycling/Biking,100 Belmont Mount Holly Rd,Belmont,NC,28012-2702,,,,,,
USA South,NCAA III,BREVARD COLLEGE,Brad Perley,Head Coach,Women's Cycling/Biking,One Brevard College Dr.,Brevard,NC,28712-0000,,,,,,
Conference Carolinas,NCAA II,KING UNIVERSITY,Alan Sparks,Head Coach,Women's Cycling/Biking,1350 King College Rd,Bristol,TN,37620-2632,,,,,,
Rocky Mountain,NCAA II,WESTMINSTER COLLEGE (UT),MJ Turner,Head Coach,Women's Cycling/Biking,1840 S 1300 E,Salt Lake City,UT,84105-3617,,,,,,
Sun Conf.,NAIA 1,SAVANNAH COLLEGE OF ART AND DESIGN,Ben Van Winkle,Head Coach,Women's Cycling/Biking,115 E. York St.,Savannah,GA,31401-0000,,,,,,
USA South,NCAA III,PIEDMONT COLLEGE,Jame Carney,Head Coach,Women's Cycling/Biking,1021 Central Ave.,Demorest,GA,30535-0010,,,,,,
American,NCAA I,EAST CAROLINA UNIVERSITY,Kristin Jeffries,Head Coach,Women's Dance,Ward Sports Medicine Bldg. Rm 365,Greenville,NC,27858-0000,,,,,,
American Midwest,NAIA 1,MISSOURI BAPTIST UNIVERSITY,Lizzy Ward,Head Coach,Women's Dance,One College Park Dr.,Saint Louis,MO,63141-0000,,,,,,
American Midwest,NAIA 1,STEPHENS COLLEGE,Amanda Abbe,Head Coach,Women's Dance,1200 E. Broadway,Columbia,MO,65215-0000,,,,,,
American Southwest,NCAA III,HARDIN-SIMMONS UNIVERSITY,Bailey LeRoux,Head Coach,Women's Dance,2200 Hickory,Abilene,TX,79698-0000,,,,,,
Appalachian,NAIA 1,BRENAU UNIVERSITY,Krista Britt,Head Coach,Women's Dance,500 Washington St. SE,Gainesville,GA,30501-0000,,,,,,
Assoc. Independent Institutions,Ind 4yr,CLEARY UNIVERSITY,Kathy King,Head Coach,Women's Dance,3750 Cleary Dr.,Howell,MI,48843-0000,,,,,,
Atlantic Sun,NCAA I,NEW JERSEY INSTITUTE OF TECHNOLOGY,Courtney Caden,Head Coach,Women's Dance,323 Dr. Martin Luther King Jr. Blvd.,Newark,NJ,07102-1982,,,,,,
Big East,NCAA I,ST. JOHN'S UNIVERSITY,Christine McCarton,Head Coach,Women's Dance,8000 Utopia Pkwy,Queens,NY,11439-0000,,,,,,
Big Sky,NCAA I,IDAHO STATE UNIVERSITY,Kolissa Manchan,Head Coach,Women's Dance,921 S 8th Ave,Pocatello,ID,83209-8173,,,,,,
Big Ten,NCAA I,"MARYLAND, U. OF (College Park)",Ann Marie Kennedy,Head Coach,Women's Dance,Comcast Center,College Park,MD,20742-0000,,,,,,
Big Ten,NCAA I,"MICHIGAN, UNIVERSITY OF",Valerie Potsos,Head Coach,Women's Dance,1000 South State Street,Ann Arbor,MI,48109-2201,,,,,,
Big Ten,NCAA I,OHIO STATE UNIVERSITY,Melissa McGhee,Head Coach,Women's Dance,Fawcett Center,Columbus,OH,43210-1027,,,,,,
Capital,NCAA III,CHRISTOPHER NEWPORT UNIVERSITY,Taylor Macina,Head Coach,Women's Dance,1 Avenue of the Arts,Newport News,VA,23606-2998,,,,,,
Chicagoland,NAIA 1,CALUMET COLLEGE OF ST. JOSEPH,Shannon Washington,Head Coach,Women's Dance,2400 New York Ave.,Whiting,IN,46394-0000,,,,,,
Chicagoland,NAIA 1,JUDSON UNIVERSITY,Amy Cook,Head Coach,Women's Dance,Lindner Fitness Center,Elgin,IL,60123-1498,,,,,,
Chicagoland,NAIA 1,ROBERT MORRIS UNIVERSITY,Marion Castillo,Head Coach,Women's Dance,"401 S. State, Suite 13",Chicago,IL,60605-0000,,,,,,
Chicagoland,NAIA 1,SAINT XAVIER UNIVERSITY,Heather Ratulowski,Head Coach,Women's Dance,3700 W. 103rd St.,Chicago,IL,60655-3105,,,,,,
Colonial,NCAA I,"CHARLESTON, COLLEGE OF",Patrice Christian,Head Coach,Women's Dance,66 George Street,Charleston,SC,29424-0000,,,,,,
Colonial,NCAA I,ELON UNIVERSITY,Hannah Wentz,Head Coach,Women's Dance,104 E. Haggard Ave.,Elon,NC,27244-0000,,,,,,
Commonwealth Coast,NCAA III,ENDICOTT COLLEGE,Nicole Sao Pedro-Welch,Head Coach,Women's Dance,376 Hale Street,Beverly,MA,01915-2096,,,,,,
Conference Carolinas,NCAA II,LIMESTONE COLLEGE,Ashley Gatto,Head Coach,Women's Dance,1115 College Dr.,Gaffney,SC,29340-3778,,,,,,
Conference USA,NCAA I,FLORIDA ATLANTIC UNIVERSITY,Claudia Soto,Head Coach,Women's Dance,777 Glades Rd.,Boca Raton,FL,33431-0000,,,,,,
East Coast,NCAA II,LIU POST/LONG ISLAND U.,Kristen Olsen,Head Coach,Women's Dance,720 Northern Blvd.,Brookville,NY,11548-0000,,,,,,
East Coast,NCAA II,QUEENS COLLEGE,Naomi Lucas,Head Coach,Women's Dance,65-30 Kissena Blvd,Flushing,NY,11367-1597,,,,,,
Georgia Collegiate Athletic Assn.,NJCAA I,CENTRAL GEORGIA TECH. COLLEGE,Melissa Williams,Head Coach,Women's Dance,3300 Macon Tech Dr.,Macon,GA,31206-0000,,,,,,
Golden State,NAIA 1,HOPE INTERNATIONAL UNIVERSITY,Jennifer Maletto,Head Coach,Women's Dance,2500 E Nutwood Ave,Fullerton,CA,92831-0000,,,,,,
Great Lakes Valley,NCAA II,DRURY UNIVERSITY,Shanna Fishel,Head Coach,Women's Dance,900 N Benton Ave,Springfield,MO,65802-3712,,,,,,
Great Lakes Valley,NCAA II,QUINCY UNIVERSITY,April Albert,Head Coach,Women's Dance,1800 College Ave,Quincy,IL,62301-2670,,,,,,
Great Lakes Valley,NCAA II,WILLIAM JEWELL COLLEGE,Jill Strayer,Head Coach,Women's Dance,500 College Hill,Liberty,MO,64068-0000,,,,,,
Great Northeast,NCAA III,EMMANUEL COLLEGE,Amanda Sheehan,Co-Head Coach,Women's Dance,181 Spring St.,Franklin Springs,GA,30639-0000,,,,,,
Great Northeast,NCAA III,EMMANUEL COLLEGE,Connie Katsarikas,Co-Head Coach,Women's Dance,181 Spring St.,Franklin Springs,GA,30639-0000,,,,,,
Great Plains,NAIA 1,BRIAR CLIFF UNIVERSITY,Kaela Wiig,Head Coach,Women's Dance,3303 Rebbeca St.,Sioux City,IA,51104-0000,,,,,,
Great Plains,NAIA 1,DOANE UNIVERSITY,Ashley Lyon,Head Coach,Women's Dance,1014 Boswell Ave,Crete,NE,68333-2421,,,,,,
Great Plains,NAIA 1,DORDT COLLEGE,Mel Knobloch,Head Coach,Women's Dance,498 4th Ave. NE,Sioux Center,IA,51250-1606,,,,,,
Great Plains,NAIA 1,HASTINGS COLLEGE,Nikki Kimura,Head Coach,Women's Dance,710 N. Turner,Hastings,NE,68901-0000,,,,,,
Great Plains,NAIA 1,"SAINT MARY, COLLEGE OF",April Allen,Head Coach,Women's Dance,7000 Mercy Road,Omaha,NE,68106-0000,,,,,,
Gulf South,NCAA II,"NORTH ALABAMA, UNIV. OF",Leslie Corrigan,Head Coach,Women's Dance,Hal Self Athletic Annex,Florence,AL,35632-0000,,,,,,
Gulf South,NCAA II,VALDOSTA STATE UNIVERSITY,Kelli Fields,Head Coach,Women's Dance,1500 N. Patterson St.,Valdosta,GA,31698-0000,,,,,,
Heart of America,NAIA 1,AVILA UNIVERSITY,Cindy Freeman,Head Coach,Women's Dance,11901 Wornall Rd.,Kansas City,MO,64145-1007,,,,,,
Heart of America,NAIA 1,BAKER UNIVERSITY,Lynsey Payne,Head Coach,Women's Dance,618 Eighth St.,Baldwin City,KS,66006-0000,,,,,,
Heart of America,NAIA 1,BENEDICTINE COLLEGE,Miranda Contreras,Head Coach,Women's Dance,1020 N Second St,Atchison,KS,66002-1499,,,,,,
Heart of America,NAIA 1,CENTRAL METHODIST UNIVERSITY,Brenda Parisi,Head Coach,Women's Dance,411 CMU Square,Fayette,MO,65248-0000,,,,,,
Heart of America,NAIA 1,CLARKE UNIVERSITY,Emily Turnis,Head Coach,Women's Dance,1550 Clarke Dr.,Dubuque,IA,52001-3117,,,,,,
Heart of America,NAIA 1,GRACELAND UNIVERSITY,Courtney Brummett,Head Coach,Women's Dance,1 University Place,Lamoni,IA,50140-0000,,,,,,
Heart of America,NAIA 1,GRAND VIEW UNIVERSITY,Stacie Horton,Head Coach,Women's Dance,1200 Grandview Ave,Des Moines,IA,50316-1529,,,,,,
Horizon League,NCAA I,NORTHERN KENTUCKY UNIVERSITY,Katie Lynn Wagner,Head Coach,Women's Dance,133 BB&T Arena,Highland Heights,KY,41099-0001,,,,,,
Northern Athletics Collegiate Conf.,NCAA III,ALVERNO COLLEGE,Kathleen Fictum,Head Coach,Women's Dance,3400 S. 43 St.,Milwaukee,WI,53234-3922,,,,,,
Wolverine-Hoosier,NAIA 1,AQUINAS COLLEGE,Lara Webster,Co-Head Coach,Women's Dance,1607 Robinson Rd SE,Grand Rapids,MI,49506-1741,,,,,,
Wolverine-Hoosier,NAIA 1,AQUINAS COLLEGE,Rene Cavaliere,Co-Head Coach,Women's Dance,1607 Robinson Rd SE,Grand Rapids,MI,49506-1741,,,,,,
Great Lakes Valley,NCAA II,BELLARMINE UNIVERSITY,Janine Klutka,Head Coach,Women's Dance,2001 Newburg Rd.,Louisville,KY,40205-0000,,,,,,
GLIAC,NCAA II,DAVENPORT UNIVERSITY-GRAND RAPIDS,Kylene Geyer,Head Coach,Women's Dance,6191 Kraft Ave SE,Grand Rapids,MI,49512-0000,,,,,,
Conference Carolinas,NCAA II,KING UNIVERSITY,Debbie Neilson,Head Coach,Women's Dance,1350 King College Rd,Bristol,TN,37620-2632,,,,,,
American Midwest,NAIA 1,LINDENWOOD UNIVERSITY-BELLEVILLE,Stephanie McGovern,Head Coach,Women's Dance,2600 W. Main St.,Belleville,IL,62226-0000,,,,,,
PSAC,NCAA II,MERCYHURST UNIVERSITY,Danielle Kaiser,Head Coach,Women's Dance,501 East 38th Street,Erie,PA,16546-0000,,,,,,
Independent,NJCAA I,NORTHWEST KANSAS TECHNICAL COLLEGE,Shelbi Hall,Head Coach,Women's Dance,1209 Harrison St.,Goodland,KS,67735-0000,,,,,,
Midwest,NCAA III,RIPON COLLEGE,Stephanie Hawkins,Head Coach,Women's Dance,300 W. Seward Street,Ripon,WI,54971-0000,,,,,,
Chicagoland,NAIA 1,SAINT AMBROSE UNIVERSITY,Danelle Langeneckert,Head Coach,Women's Dance,518 W Locust St,Davenport,IA,52803-2829,,,,,,
Chicagoland,NAIA 1,"ST. FRANCIS, UNIVERSITY OF",Nina Ulman,Head Coach,Women's Dance,500 Wilcox Street,Joliet,IL,60435-6169,,,,,,
Presidents',NCAA III,THIEL COLLEGE,Amber Kimmel,Head Coach,Women's Dance,75 College Ave,Greenville,PA,16125-2186,,,,,,
Iowa CC Athletic Conf,NJCAA I,IOWA CENTRAL COMMUNITY COLLEGE,Cassady Vermeer,Head Coach,Women's Dance,One Triton Circle,Fort Dodge,IA,50501-5739,,,,,,
Iowa CC Athletic Conf,NJCAA I,IOWA LAKES COMMUNITY COLLEGE,Danie Juhl,Head Coach,Women's Dance,300 S 18th St,Estherville,IA,51334-2721,,,,,,
Iowa CC Athletic Conf,NJCAA I,IOWA WESTERN COMMUNITY COLLEGE,Jeff Snow,Head Coach,Women's Dance,2700 College Rd,Council Bluffs,IA,51503-0567,,,,,,
Iowa CC Athletic Conf,NJCAA I,IOWA WESTERN COMMUNITY COLLEGE,Erin Markham,Head Coach,Women's Dance,2700 College Rd,Council Bluffs,IA,51503-0567,,,,,,
